City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Tessalit,ML,2021-05-14 19:15:21,20.1986,1.0114,99.59,5,60,9.15
258,Solnechnyy,RU,2021-05-14 19:15:22,50.7214,136.6319,47.43,87,100,3.33
259,Lashma,RU,2021-05-14 19:15:22,54.9321,41.1438,60.82,95,100,5.01
260,Pradopolis,BR,2021-05-14 19:15:22,-21.3594,-48.0656,82.4,36,75,3.44
261,Puerto Cabello,VE,2021-05-14 19:15:23,10.4731,-68.0125,77.72,90,100,11.41
262,Allouez,US,2021-05-14 19:15:23,44.4775,-88.0162,69.8,21,75,11.5
263,Vitoria,BR,2021-05-14 19:13:38,-20.3194,-40.3378,77.0,60,0,11.5
264,Pimentel,PE,2021-05-14 19:15:24,-6.8367,-79.9342,75.2,60,0,19.57
265,Akyab,MM,2021-05-14 19:15:24,20.15,92.9,82.54,80,46,4.63
266,Glens Falls,US,2021-05-14 19:12:57,43.3095,-73.644,71.01,34,40,11.5
267,Rujewa,TZ,2021-05-14 19:15:25,-8.7,34.3833,67.05,63,91,11.32
268,Mar Del Plata,AR,2021-05-14 19:15:00,-38.0023,-57.5575,68.0,45,0,10.36
269,Nabire,ID,2021-05-14 19:15:25,-3.3667,135.4833,76.69,90,99,3.47
270,Havoysund,NO,2021-05-14 19:15:26,70.9963,24.6622,35.6,64,75,13.8
271,Gacko,BA,2021-05-14 19:14:05,43.1672,18.5353,62.6,63,20,2.3
272,Yumen,CN,2021-05-14 19:15:26,40.2833,97.2,56.73,21,100,5.46
273,Jacareacanga,BR,2021-05-14 19:15:27,-6.2222,-57.7528,87.8,70,0,3.44
274,Koygorodok,RU,2021-05-14 19:15:27,60.445,50.9968,59.52,93,90,1.99
275,Chokurdakh,RU,2021-05-14 19:15:28,70.6333,147.9167,9.3,96,55,5.37
276,Lufilufi,WS,2021-05-14 19:15:28,-13.8745,-171.5986,80.6,89,20,9.08
277,Alta Floresta,BR,2021-05-14 19:15:28,-9.8756,-56.0861,91.4,49,20,5.75
278,Constitucion,CL,2021-05-14 19:15:29,-35.3333,-72.4167,62.4,64,100,12.64
279,Pozo Colorado,PY,2021-05-14 19:15:29,-23.4923,-58.7972,78.21,50,19,2.89
280,Christchurch,NZ,2021-05-14 19:15:09,-43.5333,172.6333,53.01,93,100,4.61
281,Cedar City,US,2021-05-14 19:15:30,37.6775,-113.0619,78.8,7,1,9.22
282,Veraval,IN,2021-05-14 19:15:30,20.9,70.3667,82.53,80,100,12.15
283,Najran,SA,2021-05-14 19:15:30,17.4924,44.1277,89.6,18,40,4.61
284,Mingyue,CN,2021-05-14 19:15:31,43.1069,128.9217,52.09,94,29,2.73
285,Sault Sainte Marie,CA,2021-05-14 19:15:10,46.5168,-84.3333,71.6,20,1,5.75
286,San Patricio,US,2021-05-14 19:15:31,28.017,-97.5169,84.2,61,75,13.8
287,Purpe,RU,2021-05-14 19:15:32,64.4803,76.6897,34.0,86,100,18.01
288,Paka,MY,2021-05-14 19:15:32,4.6374,103.4368,80.01,100,54,2.26
289,Neuquen,AR,2021-05-14 19:15:33,-38.9516,-68.0591,62.6,55,100,4.29
290,Palana,RU,2021-05-14 19:15:33,59.1167,159.9667,30.76,98,100,16.62
291,Suntar,RU,2021-05-14 19:15:34,62.1444,117.6319,42.42,55,16,4.68
292,Ornskoldsvik,SE,2021-05-14 19:15:34,63.2909,18.7153,46.4,87,90,4.61
293,Katsuura,JP,2021-05-14 19:15:34,35.1333,140.3,66.2,94,75,4.61
